date,temperature,temp_ratio
2023-10-04 06:00:00+00:00,12.8,0.9770992366412214
2023-10-04 07:00:00+00:00,12.8,1.0
2023-10-04 08:00:00+00:00,13.5,1.0546875
2023-10-04 09:00:00+00:00,14.7,1.0888888888888888
2023-10-04 10:00:00+00:00,15.9,1.0816326530612246
2023-10-04 11:00:00+00:00,16.5,1.0377358490566038
2023-10-04 12:00:00+00:00,16.7,1.012121212121212
2023-10-04 13:00:00+00:00,16.5,0.9880239520958084
2023-10-04 14:00:00+00:00,16.2,0.9818181818181818
2023-10-04 15:00:00+00:00,16.1,0.9938271604938272
2023-10-04 16:00:00+00:00,16.1,1.0
2023-10-04 17:00:00+00:00,15.8,0.9813664596273292
2023-10-04 18:00:00+00:00,15.3,0.9683544303797469
2023-10-04 19:00:00+00:00,14.9,0.9738562091503268
2023-10-04 20:00:00+00:00,14.8,0.9932885906040269
2023-10-04 21:00:00+00:00,14.7,0.9932432432432432
2023-10-04 22:00:00+00:00,14.8,1.0068027210884354
2023-10-04 23:00:00+00:00,15.1,1.0202702702702702
2023-10-05 00:00:00+00:00,15.1,1.0
2023-10-05 01:00:00+00:00,15.1,1.0
2023-10-05 02:00:00+00:00,15.0,0.9933774834437087
2023-10-05 03:00:00+00:00,14.7,0.98
2023-10-05 04:00:00+00:00,14.4,0.979591836734694
2023-10-05 05:00:00+00:00,14.4,1.0
2023-10-05 06:00:00+00:00,14.1,0.9791666666666666
2023-10-05 07:00:00+00:00,14.2,1.0070921985815602
2023-10-05 08:00:00+00:00,14.5,1.0211267605633803
2023-10-05 09:00:00+00:00,15.1,1.0413793103448277
2023-10-05 10:00:00+00:00,15.8,1.0463576158940397
2023-10-05 11:00:00+00:00,16.4,1.0379746835443036
2023-10-05 12:00:00+00:00,17.1,1.0426829268292686
2023-10-05 13:00:00+00:00,17.4,1.0175438596491226
2023-10-05 14:00:00+00:00,17.6,1.0114942528735633
2023-10-05 15:00:00+00:00,17.8,1.0113636363636362
2023-10-05 16:00:00+00:00,17.5,0.9831460674157303
2023-10-05 17:00:00+00:00,16.8,0.9600000000000001
2023-10-05 18:00:00+00:00,15.8,0.9404761904761905
2023-10-05 19:00:00+00:00,15.4,0.9746835443037974
2023-10-05 20:00:00+00:00,15.2,0.9870129870129869
2023-10-05 21:00:00+00:00,15.2,1.0
2023-10-05 22:00:00+00:00,15.1,0.993421052631579
2023-10-05 23:00:00+00:00,14.5,0.9602649006622517
2023-10-06 00:00:00+00:00,14.5,1.0
2023-10-06 01:00:00+00:00,14.7,1.013793103448276
2023-10-06 02:00:00+00:00,14.9,1.0136054421768708
2023-10-06 03:00:00+00:00,14.8,0.9932885906040269
2023-10-06 04:00:00+00:00,14.6,0.9864864864864864
2023-10-06 05:00:00+00:00,14.7,1.0068493150684932
2023-10-06 06:00:00+00:00,14.8,1.0068027210884354
