date,temperature,temp_ratio
2023-07-21 16:00:00+00:00,17.6,0.9777777777777779
2023-07-21 17:00:00+00:00,17.3,0.9829545454545454
2023-07-21 18:00:00+00:00,17.1,0.9884393063583815
2023-07-21 19:00:00+00:00,16.6,0.9707602339181287
2023-07-21 20:00:00+00:00,15.4,0.927710843373494
2023-07-21 21:00:00+00:00,14.6,0.948051948051948
2023-07-21 22:00:00+00:00,14.4,0.9863013698630138
2023-07-21 23:00:00+00:00,14.3,0.9930555555555556
2023-07-22 00:00:00+00:00,13.6,0.9510489510489509
2023-07-22 01:00:00+00:00,13.3,0.9779411764705883
2023-07-22 02:00:00+00:00,13.0,0.9774436090225563
2023-07-22 03:00:00+00:00,12.9,0.9923076923076923
2023-07-22 04:00:00+00:00,12.9,1.0
2023-07-22 05:00:00+00:00,13.1,1.0155038759689923
2023-07-22 06:00:00+00:00,14.2,1.083969465648855
2023-07-22 07:00:00+00:00,14.9,1.0492957746478875
2023-07-22 08:00:00+00:00,15.7,1.0536912751677852
2023-07-22 09:00:00+00:00,16.3,1.0382165605095541
2023-07-22 10:00:00+00:00,16.0,0.9815950920245399
2023-07-22 11:00:00+00:00,16.7,1.04375
2023-07-22 12:00:00+00:00,17.0,1.0179640718562875
2023-07-22 13:00:00+00:00,17.4,1.0235294117647058
2023-07-22 14:00:00+00:00,17.2,0.9885057471264368
2023-07-22 15:00:00+00:00,17.2,1.0
2023-07-22 16:00:00+00:00,17.3,1.005813953488372
2023-07-22 17:00:00+00:00,17.4,1.005780346820809
2023-07-22 18:00:00+00:00,17.0,0.9770114942528736
2023-07-22 19:00:00+00:00,16.3,0.9588235294117647
2023-07-22 20:00:00+00:00,15.6,0.9570552147239263
2023-07-22 21:00:00+00:00,15.1,0.967948717948718
2023-07-22 22:00:00+00:00,14.7,0.9735099337748344
2023-07-22 23:00:00+00:00,15.0,1.0204081632653061
2023-07-23 00:00:00+00:00,15.0,1.0
2023-07-23 01:00:00+00:00,15.1,1.0066666666666666
2023-07-23 02:00:00+00:00,15.1,1.0
2023-07-23 03:00:00+00:00,15.1,1.0
2023-07-23 04:00:00+00:00,15.4,1.0198675496688743
2023-07-23 05:00:00+00:00,15.3,0.9935064935064936
2023-07-23 06:00:00+00:00,15.4,1.0065359477124183
2023-07-23 07:00:00+00:00,15.2,0.9870129870129869
2023-07-23 08:00:00+00:00,15.1,0.993421052631579
2023-07-23 09:00:00+00:00,15.3,1.0132450331125828
2023-07-23 10:00:00+00:00,15.9,1.0392156862745099
2023-07-23 11:00:00+00:00,17.1,1.0754716981132075
2023-07-23 12:00:00+00:00,17.8,1.04093567251462
2023-07-23 13:00:00+00:00,18.8,1.0561797752808988
2023-07-23 14:00:00+00:00,20.2,1.0744680851063828
2023-07-23 15:00:00+00:00,20.6,1.0198019801980198
2023-07-23 16:00:00+00:00,20.6,1.0
2023-07-23 17:00:00+00:00,20.7,1.0048543689320388
2023-07-23 18:00:00+00:00,20.3,0.9806763285024155
2023-07-23 19:00:00+00:00,19.7,0.9704433497536945
2023-07-23 20:00:00+00:00,18.9,0.9593908629441624
2023-07-23 21:00:00+00:00,18.4,0.9735449735449735
2023-07-23 22:00:00+00:00,17.9,0.9728260869565217
2023-07-23 23:00:00+00:00,17.6,0.9832402234636873
