time,Import kWh,Export kWh
2024-01-02 04:30,2173.737,0.000
2024-01-02 04:45,2173.975,0.000
2024-01-02 05:00,2174.209,0.000
2024-01-02 05:15,2174.430,0.000
2024-01-02 05:30,2174.652,0.000
2024-01-02 05:45,2174.871,0.000
2024-01-02 06:00,2175.087,0.000
2024-01-02 06:15,2175.301,0.000
2024-01-02 06:30,2175.511,0.000
2024-01-02 06:45,2175.718,0.000
2024-01-02 07:00,2175.919,0.000
2024-01-02 07:15,2176.119,0.000
2024-01-02 07:30,2176.318,0.000
2024-01-02 07:45,2176.518,0.000
2024-01-02 08:00,2176.534,0.000
2024-01-02 08:15,2176.536,0.000
2024-01-02 08:30,2176.539,0.000
2024-01-02 08:45,2176.542,0.000
2024-01-02 09:00,2176.544,0.000
2024-01-02 09:15,2176.547,0.000
2024-01-02 09:30,2176.976,0.000
2024-01-02 09:45,2177.501,0.000
2024-01-02 10:00,2177.685,0.000
2024-01-02 10:15,2177.870,0.000
2024-01-02 10:30,2178.071,0.000
2024-01-02 10:45,2178.266,0.000
2024-01-02 11:00,2178.457,0.000
2024-01-02 11:15,2178.653,0.000
2024-01-02 11:30,2178.846,0.000
2024-01-02 11:45,2179.039,0.000
2024-01-02 12:00,2179.231,0.000
2024-01-02 12:15,2179.423,0.000
2024-01-02 12:30,2179.612,0.000
2024-01-02 12:45,2179.807,0.000
2024-01-02 13:00,2179.994,0.000
2024-01-02 13:15,2180.188,0.000
2024-01-02 13:30,2180.374,0.000
2024-01-02 13:45,2180.569,0.000
2024-01-02 14:00,2180.756,0.000
2024-01-02 14:15,2180.760,0.000
2024-01-02 14:30,2180.762,0.000
2024-01-02 14:45,2180.765,0.000
2024-01-02 15:00,2180.768,0.000
2024-01-02 15:15,2180.770,0.000
2024-01-02 15:30,2180.773,0.000
2024-01-02 15:45,2180.776,0.000
2024-01-02 16:00,2180.802,0.000
2024-01-02 16:15,2181.378,0.000
2024-01-02 16:30,2181.746,0.000
2024-01-02 16:45,2181.916,0.000
2024-01-02 17:00,2182.107,0.000
2024-01-02 17:15,2182.298,0.000
2024-01-02 17:30,2182.495,0.000
2024-01-02 17:45,2182.682,0.000
2024-01-02 18:00,2182.877,0.000
2024-01-02 18:15,2183.062,0.000
2024-01-02 18:30,2183.259,0.000
2024-01-02 18:45,2183.443,0.000
2024-01-02 19:00,2183.545,0.000
2024-01-02 19:15,2183.548,0.000
2024-01-02 19:30,2183.551,0.000
2024-01-02 19:45,2183.608,0.000
2024-01-02 20:00,2184.112,0.000
2024-01-02 20:15,2184.360,0.000
2024-01-02 20:30,2184.533,0.000
2024-01-02 20:45,2184.699,0.000
2024-01-02 21:00,2184.908,0.000
2024-01-02 21:15,2185.105,0.000
2024-01-02 21:30,2185.304,0.000
2024-01-02 21:45,2185.497,0.000
2024-01-02 22:00,2185.702,0.000
2024-01-02 22:15,2185.897,0.000
2024-01-02 22:30,2186.099,0.000
2024-01-02 22:45,2186.293,0.000
2024-01-02 23:00,2186.497,0.000
2024-01-02 23:15,2186.693,0.000
2024-01-02 23:30,2186.900,0.000
2024-01-02 23:45,2187.098,0.000
2024-01-03 00:00,2187.304,0.000
2024-01-03 00:15,2187.499,0.000
2024-01-03 00:30,2187.700,0.000
2024-01-03 00:45,2187.893,0.000
2024-01-03 01:00,2188.096,0.000
2024-01-03 01:15,2188.292,0.000
2024-01-03 01:30,2188.494,0.000
2024-01-03 01:45,2188.686,0.000
2024-01-03 02:00,2188.887,0.000
2024-01-03 02:15,2189.076,0.000
2024-01-03 02:30,2189.277,0.000
2024-01-03 02:45,2189.469,0.000
2024-01-03 03:00,2189.668,0.000
2024-01-03 03:15,2189.860,0.000
2024-01-03 03:30,2190.059,0.000
2024-01-03 03:45,2190.250,0.000
2024-01-03 04:00,2190.449,0.000
2024-01-03 04:15,2190.639,0.000
2024-01-03 04:30,2190.837,0.000
2024-01-03 04:45,2191.026,0.000
2024-01-03 05:00,2191.223,0.000
2024-01-03 05:15,2191.412,0.000
2024-01-03 05:30,2191.608,0.000
2024-01-03 05:45,2191.797,0.000
2024-01-03 06:00,2191.993,0.000
2024-01-03 06:15,2192.181,0.000
2024-01-03 06:30,2192.377,0.000
2024-01-03 06:45,2192.563,0.000
2024-01-03 07:00,2192.757,0.000
2024-01-03 07:15,2192.943,0.000
2024-01-03 07:30,2193.137,0.000
2024-01-03 07:45,2193.322,0.000
2024-01-03 08:00,2193.516,0.000
2024-01-03 08:15,2193.700,0.000
2024-01-03 08:30,2193.703,0.000
2024-01-03 08:45,2193.706,0.000
2024-01-03 09:00,2193.709,0.000
2024-01-03 09:15,2193.711,0.000
2024-01-03 09:30,2193.714,0.000
2024-01-03 09:45,2193.716,0.000
2024-01-03 10:00,2193.719,0.000
2024-01-03 10:15,2193.722,0.000
2024-01-03 10:30,2193.724,0.000
2024-01-03 10:45,2193.727,0.000
2024-01-03 11:00,2194.012,0.000
2024-01-03 11:15,2194.592,0.000
2024-01-03 11:30,2194.789,0.000
2024-01-03 11:45,2194.871,0.000
2024-01-03 12:00,2194.874,0.000
2024-01-03 12:15,2194.876,0.000
2024-01-03 12:30,2194.879,0.000
2024-01-03 12:45,2194.961,0.000
2024-01-03 13:00,2195.473,0.000
2024-01-03 13:15,2195.697,0.000
2024-01-03 13:30,2195.872,0.000
2024-01-03 13:45,2196.043,0.000
2024-01-03 14:00,2196.081,0.000
2024-01-03 14:15,2196.084,0.000
2024-01-03 14:30,2196.086,0.000
2024-01-03 14:45,2196.089,0.000
2024-01-03 15:00,2196.092,0.000
2024-01-03 15:15,2196.094,0.000
2024-01-03 15:30,2196.100,0.000
2024-01-03 15:45,2196.583,0.000
2024-01-03 16:00,2197.000,0.000
2024-01-03 16:15,2197.170,0.000
2024-01-03 16:30,2197.343,0.000
2024-01-03 16:45,2197.532,0.000
2024-01-03 17:00,2197.740,0.000
2024-01-03 17:15,2197.744,0.000
2024-01-03 17:30,2197.746,0.000
2024-01-03 17:45,2197.749,0.000
2024-01-03 18:00,2197.751,0.000
2024-01-03 18:15,2197.754,0.000
2024-01-03 18:30,2197.757,0.000
2024-01-03 18:45,2197.759,0.000
2024-01-03 19:00,2197.762,0.000
2024-01-03 19:15,2197.764,0.000
2024-01-03 19:30,2197.767,0.000
2024-01-03 19:45,2197.770,0.000
2024-01-03 20:00,2197.772,0.000
2024-01-03 20:15,2198.250,0.000
2024-01-03 20:30,2198.797,0.000
2024-01-03 20:45,2198.975,0.000
2024-01-03 21:00,2199.148,0.000
2024-01-03 21:15,2199.364,0.000
2024-01-03 21:30,2199.575,0.000
2024-01-03 21:45,2199.777,0.000
2024-01-03 22:00,2199.981,0.000
2024-01-03 22:15,2200.153,0.000
2024-01-03 22:30,2200.160,0.000
2024-01-03 22:45,2200.162,0.000
2024-01-03 23:00,2200.165,0.000
2024-01-03 23:15,2200.462,0.000
2024-01-03 23:30,2200.907,0.000
2024-01-03 23:45,2201.083,0.000
2024-01-04 00:00,2201.259,0.000
2024-01-04 00:15,2201.460,0.000
2024-01-04 00:30,2201.670,0.000
2024-01-04 00:45,2201.865,0.000
2024-01-04 01:00,2202.069,0.000
2024-01-04 01:15,2202.265,0.000
2024-01-04 01:30,2202.470,0.000
2024-01-04 01:45,2202.666,0.000
2024-01-04 02:00,2202.870,0.000
2024-01-04 02:15,2203.067,0.000
2024-01-04 02:30,2203.273,0.000
2024-01-04 02:45,2203.470,0.000
2024-01-04 03:00,2203.675,0.000
2024-01-04 03:15,2203.872,0.000
2024-01-04 03:30,2204.076,0.000
2024-01-04 03:45,2204.273,0.000
2024-01-04 04:00,2204.479,0.000
2024-01-04 04:15,2204.675,0.000
2024-01-04 04:30,2204.880,0.000
2024-01-04 04:45,2205.076,0.000
2024-01-04 05:00,2205.280,0.000
2024-01-04 05:15,2205.476,0.000
2024-01-04 05:30,2205.681,0.000
2024-01-04 05:45,2205.875,0.000
2024-01-04 06:00,2206.079,0.000
2024-01-04 06:15,2206.273,0.000
2024-01-04 06:30,2206.477,0.000
2024-01-04 06:45,2206.673,0.000
2024-01-04 07:00,2206.876,0.000
2024-01-04 07:15,2207.070,0.000
2024-01-04 07:30,2207.273,0.000
2024-01-04 07:45,2207.467,0.000
2024-01-04 08:00,2207.666,0.000
2024-01-04 08:15,2207.675,0.000
2024-01-04 08:30,2207.677,0.000
2024-01-04 08:45,2207.680,0.000
2024-01-04 09:00,2207.683,0.000
2024-01-04 09:15,2207.685,0.000
2024-01-04 09:30,2207.688,0.000
2024-01-04 09:45,2207.690,0.000
2024-01-04 10:00,2207.693,0.000
2024-01-04 10:15,2208.134,0.000
2024-01-04 10:30,2208.659,0.000
2024-01-04 10:45,2208.830,0.000
2024-01-04 11:00,2209.005,0.000
2024-01-04 11:15,2209.196,0.000
2024-01-04 11:30,2209.419,0.000
2024-01-04 11:45,2209.615,0.000
2024-01-04 12:00,2209.813,0.000
2024-01-04 12:15,2210.013,0.000
2024-01-04 12:30,2210.214,0.000
2024-01-04 12:45,2210.410,0.000
2024-01-04 13:00,2210.605,0.000
2024-01-04 13:15,2210.799,0.000
2024-01-04 13:30,2210.999,0.000
2024-01-04 13:45,2211.193,0.000
2024-01-04 14:00,2211.258,0.000
2024-01-04 14:15,2211.261,0.000
2024-01-04 14:30,2211.263,0.000
2024-01-04 14:45,2211.266,0.000
2024-01-04 15:00,2211.269,0.000
2024-01-04 15:15,2211.271,0.000
2024-01-04 15:30,2211.274,0.000
2024-01-04 15:45,2211.609,0.000
2024-01-04 16:00,2212.125,0.000
2024-01-04 16:15,2212.318,0.000
2024-01-04 16:30,2212.484,0.000
2024-01-04 16:45,2212.664,0.000
2024-01-04 17:00,2212.874,0.000
2024-01-04 17:15,2212.883,0.000
2024-01-04 17:30,2212.886,0.000
2024-01-04 17:45,2212.889,0.000
2024-01-04 18:00,2212.891,0.000
2024-01-04 18:15,2212.894,0.000
2024-01-04 18:30,2212.897,0.000
2024-01-04 18:45,2212.899,0.000
2024-01-04 19:00,2212.902,0.000
2024-01-04 19:15,2212.905,0.000
2024-01-04 19:30,2212.908,0.000
2024-01-04 19:45,2212.910,0.000
2024-01-04 20:00,2212.913,0.000
2024-01-04 20:15,2213.408,0.000
2024-01-04 20:30,2214.116,0.000
2024-01-04 20:45,2214.372,0.000
2024-01-04 21:00,2214.549,0.000
2024-01-04 21:15,2214.788,0.000
2024-01-04 21:30,2215.032,0.000
2024-01-04 21:45,2215.271,0.000
2024-01-04 22:00,2215.494,0.000
2024-01-04 22:15,2215.725,0.000
2024-01-04 22:30,2215.948,0.000
2024-01-04 22:45,2216.176,0.000
2024-01-04 23:00,2216.392,0.000
2024-01-04 23:15,2216.612,0.000
2024-01-04 23:30,2216.839,0.000
2024-01-04 23:45,2217.056,0.000
2024-01-05 00:00,2217.261,0.000
2024-01-05 00:15,2217.480,0.000
2024-01-05 00:30,2217.690,0.000
2024-01-05 00:45,2217.904,0.000
2024-01-05 01:00,2218.115,0.000
2024-01-05 01:15,2218.315,0.000
2024-01-05 01:30,2218.508,0.000
2024-01-05 01:45,2218.710,0.000
2024-01-05 02:00,2218.903,0.000
2024-01-05 02:15,2219.105,0.000
2024-01-05 02:30,2219.298,0.000
2024-01-05 02:45,2219.519,0.000
2024-01-05 03:00,2219.703,0.000
2024-01-05 03:15,2219.901,0.000
2024-01-05 03:30,2220.093,0.000
2024-01-05 03:45,2220.293,0.000
2024-01-05 04:00,2220.482,0.000
2024-01-05 04:15,2220.681,0.000
2024-01-05 04:30,2220.870,0.000
2024-01-05 04:45,2221.069,0.000
2024-01-05 05:00,2221.259,0.000
2024-01-05 05:15,2221.457,0.000
2024-01-05 05:30,2221.647,0.000
2024-01-05 05:45,2221.842,0.000
2024-01-05 06:00,2222.031,0.000
2024-01-05 06:15,2222.228,0.000
2024-01-05 06:30,2222.418,0.000
2024-01-05 06:45,2222.616,0.000
2024-01-05 07:00,2222.806,0.000
2024-01-05 07:15,2223.008,0.000
2024-01-05 07:30,2223.202,0.000
2024-01-05 07:45,2223.404,0.000
2024-01-05 08:00,2223.598,0.000
2024-01-05 08:15,2223.721,0.000
2024-01-05 08:30,2223.724,0.000
2024-01-05 08:45,2223.726,0.000
2024-01-05 09:00,2223.729,0.000
2024-01-05 09:15,2223.732,0.000
2024-01-05 09:30,2223.734,0.000
2024-01-05 09:45,2223.737,0.000
2024-01-05 10:00,2223.739,0.000
2024-01-05 10:15,2223.742,0.000
2024-01-05 10:30,2223.745,0.000
2024-01-05 10:45,2223.747,0.000
2024-01-05 11:00,2223.750,0.000
2024-01-05 11:15,2223.752,0.000
2024-01-05 11:30,2223.754,0.000
2024-01-05 11:45,2223.755,0.000
2024-01-05 12:00,2223.757,0.000
2024-01-05 12:15,2224.266,0.000
2024-01-05 12:30,2224.915,0.000
2024-01-05 12:45,2225.138,0.000
2024-01-05 13:00,2225.313,0.000
2024-01-05 13:15,2225.532,0.000
2024-01-05 13:30,2225.750,0.000
2024-01-05 13:45,2225.973,0.000
2024-01-05 14:00,2226.182,0.000
2024-01-05 14:15,2226.384,0.000
2024-01-05 14:30,2226.593,0.000
2024-01-05 14:45,2226.793,0.000
2024-01-05 15:00,2227.003,0.000
2024-01-05 15:15,2227.219,0.000
2024-01-05 15:30,2227.415,0.000
2024-01-05 15:45,2227.647,0.000
2024-01-05 16:00,2227.860,0.000
2024-01-05 16:15,2228.076,0.000
2024-01-05 16:30,2228.284,0.000
2024-01-05 16:45,2228.503,0.000
2024-01-05 17:00,2228.696,0.000
2024-01-05 17:15,2228.705,0.000
2024-01-05 17:30,2228.708,0.000
2024-01-05 17:45,2228.711,0.000
2024-01-05 18:00,2228.713,0.000
2024-01-05 18:15,2228.716,0.000
2024-01-05 18:30,2228.718,0.000
2024-01-05 18:45,2228.721,0.000
2024-01-05 19:00,2228.724,0.000
2024-01-05 19:15,2228.726,0.000
2024-01-05 19:30,2228.729,0.000
2024-01-05 19:45,2228.732,0.000
2024-01-05 20:00,2228.734,0.000
2024-01-05 20:15,2228.736,0.000
2024-01-05 20:30,2228.737,0.000
2024-01-05 20:45,2228.739,0.000
2024-01-05 21:00,2228.740,0.000
2024-01-05 21:15,2228.742,0.000
2024-01-05 21:30,2228.743,0.000
2024-01-05 21:45,2228.745,0.000
2024-01-05 22:00,2228.746,0.000
2024-01-05 22:15,2228.748,0.000
2024-01-05 22:30,2228.749,0.000
2024-01-05 22:45,2228.751,0.000
2024-01-05 23:00,2228.753,0.000
2024-01-05 23:15,2228.754,0.000
2024-01-05 23:30,2228.756,0.000
2024-01-05 23:45,2228.758,0.000
2024-01-06 00:00,2228.759,0.000
2024-01-06 00:15,2228.762,0.000
2024-01-06 00:30,2228.766,0.000
2024-01-06 00:45,2228.767,0.000
2024-01-06 01:00,2228.772,0.000
2024-01-06 01:15,2228.774,0.000
2024-01-06 01:30,2228.776,0.000
2024-01-06 01:45,2228.781,0.000
2024-01-06 02:00,2228.782,0.000
2024-01-06 02:15,2228.785,0.000
2024-01-06 02:30,2228.789,0.000
2024-01-06 02:45,2228.790,0.000
2024-01-06 03:00,2228.795,0.000
2024-01-06 03:15,2228.797,0.000
2024-01-06 03:30,2228.799,0.000
2024-01-06 03:45,2228.804,0.000
2024-01-06 04:00,2228.805,0.000
2024-01-06 04:15,2228.808,0.000
2024-01-06 04:30,2228.812,0.000
2024-01-06 04:45,2228.814,0.000
2024-01-06 05:00,2229.284,0.000
2024-01-06 05:15,2230.046,0.000
2024-01-06 05:30,2230.904,0.000
2024-01-06 05:45,2231.443,0.000
2024-01-06 06:00,2232.196,0.000
2024-01-06 06:15,2232.214,0.000
2024-01-06 06:30,2232.216,0.000
2024-01-06 06:45,2232.219,0.000
2024-01-06 07:00,2232.222,0.000
2024-01-06 07:15,2232.224,0.000
2024-01-06 07:30,2232.227,0.000
2024-01-06 07:45,2232.230,0.000
2024-01-06 08:00,2232.233,0.000
2024-01-06 08:15,2232.235,0.000
2024-01-06 08:30,2232.238,0.000
2024-01-06 08:45,2232.241,0.000
2024-01-06 09:00,2232.244,0.000
2024-01-06 09:15,2232.680,0.000
2024-01-06 09:30,2233.479,0.000
2024-01-06 09:45,2234.331,0.000
2024-01-06 10:00,2234.856,0.000
2024-01-06 10:15,2235.643,0.000
2024-01-06 10:30,2236.125,0.000
2024-01-06 10:45,2236.365,0.000
2024-01-06 11:00,2236.661,0.000
2024-01-06 11:15,2236.985,0.000
2024-01-06 11:30,2237.285,0.000
2024-01-06 11:45,2237.584,0.000
2024-01-06 12:00,2237.892,0.000
2024-01-06 12:15,2238.196,0.000
2024-01-06 12:30,2238.517,0.000
2024-01-06 12:45,2238.821,0.000
2024-01-06 13:00,2239.161,0.000
2024-01-06 13:15,2239.484,0.000
2024-01-06 13:30,2239.789,0.000
2024-01-06 13:45,2240.095,0.000
2024-01-06 14:00,2240.432,0.000
2024-01-06 14:15,2240.775,0.000
2024-01-06 14:30,2241.167,0.000
2024-01-06 14:45,2241.233,0.000
2024-01-06 15:00,2241.236,0.000
2024-01-06 15:15,2241.239,0.000
2024-01-06 15:30,2241.364,0.000
2024-01-06 15:45,2242.129,0.000
2024-01-06 16:00,2242.931,0.000
2024-01-06 16:15,2243.381,0.000
2024-01-06 16:30,2243.598,0.000
2024-01-06 16:45,2243.729,0.000
2024-01-06 17:00,2243.732,0.000
2024-01-06 17:15,2243.734,0.000
2024-01-06 17:30,2243.737,0.000
2024-01-06 17:45,2243.740,0.000
2024-01-06 18:00,2243.742,0.000
2024-01-06 18:15,2243.745,0.000
2024-01-06 18:30,2243.748,0.000
2024-01-06 18:45,2243.751,0.000
2024-01-06 19:00,2243.753,0.000
2024-01-06 19:15,2243.756,0.000
2024-01-06 19:30,2243.759,0.000
2024-01-06 19:45,2243.761,0.000
2024-01-06 20:00,2243.763,0.000
2024-01-06 20:15,2243.764,0.000
2024-01-06 20:30,2243.766,0.000
2024-01-06 20:45,2243.767,0.000
2024-01-06 21:00,2243.769,0.000
2024-01-06 21:15,2243.771,0.000
2024-01-06 21:30,2243.773,0.000
2024-01-06 21:45,2243.774,0.000
2024-01-06 22:00,2243.779,0.000
2024-01-06 22:15,2243.781,0.000
2024-01-06 22:30,2243.783,0.000
2024-01-06 22:45,2243.787,0.000
2024-01-06 23:00,2243.789,0.000
2024-01-06 23:15,2243.793,0.000
2024-01-06 23:30,2243.796,0.000
2024-01-06 23:45,2243.797,0.000
2024-01-07 00:00,2243.803,0.000
2024-01-07 00:15,2243.804,0.000
2024-01-07 00:30,2243.806,0.000
2024-01-07 00:45,2243.811,0.000
2024-01-07 01:00,2243.813,0.000
2024-01-07 01:15,2243.816,0.000
2024-01-07 01:30,2243.819,0.000
2024-01-07 01:45,2243.821,0.000
2024-01-07 02:00,2243.826,0.000
2024-01-07 02:15,2243.828,0.000
2024-01-07 02:30,2243.863,0.000
2024-01-07 02:45,2244.405,0.000
2024-01-07 03:00,2245.174,0.000
2024-01-07 03:15,2245.952,0.000
2024-01-07 03:30,2246.395,0.000
2024-01-07 03:45,2247.214,0.000
2024-01-07 04:00,2248.097,0.000
2024-01-07 04:15,2248.949,0.000
2024-01-07 04:30,2249.545,0.000
2024-01-07 04:45,2250.093,0.000
2024-01-07 05:00,2250.928,0.000
2024-01-07 05:15,2251.394,0.000
2024-01-07 05:30,2251.778,0.000
2024-01-07 05:45,2252.206,0.000
2024-01-07 06:00,2252.697,0.000
2024-01-07 06:15,2253.158,0.000
2024-01-07 06:30,2253.196,0.000
2024-01-07 06:45,2253.199,0.000
2024-01-07 07:00,2253.201,0.000
2024-01-07 07:15,2253.204,0.000
2024-01-07 07:30,2253.494,0.000
2024-01-07 07:45,2253.951,0.000
2024-01-07 08:00,2254.597,0.000
2024-01-07 08:15,2255.397,0.000
2024-01-07 08:30,2256.241,0.000
2024-01-07 08:45,2257.123,0.000
2024-01-07 09:00,2257.614,0.000
2024-01-07 09:15,2258.455,0.000
2024-01-07 09:30,2258.912,0.000
2024-01-07 09:45,2258.915,0.000
2024-01-07 10:00,2258.918,0.000
2024-01-07 10:15,2258.921,0.000
2024-01-07 10:30,2258.923,0.000
2024-01-07 10:45,2258.979,0.000
2024-01-07 11:00,2259.651,0.000
2024-01-07 11:15,2259.661,0.000
2024-01-07 11:30,2259.664,0.000
2024-01-07 11:45,2259.666,0.000
2024-01-07 12:00,2259.669,0.000
2024-01-07 12:15,2259.672,0.000
2024-01-07 12:30,2259.675,0.000
2024-01-07 12:45,2259.678,0.000
2024-01-07 13:00,2259.680,0.000
2024-01-07 13:15,2260.127,0.000
2024-01-07 13:30,2260.892,0.000
2024-01-07 13:45,2261.729,0.000
2024-01-07 14:00,2262.502,0.000
2024-01-07 14:15,2262.506,0.000
2024-01-07 14:30,2262.508,0.000
2024-01-07 14:45,2262.511,0.000
2024-01-07 15:00,2262.514,0.000
2024-01-07 15:15,2262.756,0.000
2024-01-07 15:30,2263.522,0.000
2024-01-07 15:45,2264.345,0.000
2024-01-07 16:00,2265.157,0.000
2024-01-07 16:15,2266.010,0.000
2024-01-07 16:30,2266.423,0.000
2024-01-07 16:45,2267.259,0.000
2024-01-07 17:00,2268.095,0.000
2024-01-07 17:15,2268.118,0.000
2024-01-07 17:30,2268.120,0.000
2024-01-07 17:45,2268.123,0.000
2024-01-07 18:00,2268.126,0.000
2024-01-07 18:15,2268.128,0.000
2024-01-07 18:30,2268.146,0.000
2024-01-07 18:45,2268.697,0.000
2024-01-07 19:00,2269.508,0.000
2024-01-07 19:15,2270.329,0.000
2024-01-07 19:30,2271.212,0.000
2024-01-07 19:45,2272.008,0.000
2024-01-07 20:00,2272.514,0.000
2024-01-07 20:15,2272.887,0.000
2024-01-07 20:30,2273.239,0.000
2024-01-07 20:45,2273.968,0.000
2024-01-07 21:00,2274.747,0.000
2024-01-07 21:15,2275.137,0.000
2024-01-07 21:30,2275.483,0.000
2024-01-07 21:45,2275.896,0.000
2024-01-07 22:00,2276.342,0.000
2024-01-07 22:15,2276.758,0.000
2024-01-07 22:30,2277.142,0.000
2024-01-07 22:45,2277.603,0.000
2024-01-07 23:00,2278.041,0.000
2024-01-07 23:15,2278.492,0.000
2024-01-07 23:30,2278.975,0.000
2024-01-07 23:45,2279.395,0.000
2024-01-08 00:00,2280.203,0.000
2024-01-08 00:15,2280.866,0.000
2024-01-08 00:30,2281.218,0.000
2024-01-08 00:45,2281.597,0.000
2024-01-08 01:00,2282.031,0.000
2024-01-08 01:15,2282.482,0.000
2024-01-08 01:30,2282.905,0.000
2024-01-08 01:45,2283.353,0.000
2024-01-08 02:00,2283.805,0.000
2024-01-08 02:15,2284.295,0.000
2024-01-08 02:30,2284.726,0.000
2024-01-08 02:45,2285.211,0.000
2024-01-08 03:00,2285.684,0.000
2024-01-08 03:15,2286.148,0.000
2024-01-08 03:30,2286.952,0.000
2024-01-08 03:45,2287.598,0.000
2024-01-08 04:00,2287.960,0.000
2024-01-08 04:15,2288.405,0.000
2024-01-08 04:30,2288.905,0.000
2024-01-08 04:45,2289.404,0.000
2024-01-08 05:00,2289.865,0.000
2024-01-08 05:15,2290.350,0.000
2024-01-08 05:30,2290.815,0.000
2024-01-08 05:45,2291.304,0.000
2024-01-08 06:00,2291.774,0.000
2024-01-08 06:15,2292.243,0.000
